
 0.001000 	 -nan	 0.000000
 0.002000 	 -nan	 0.000000
 0.003000 	 -nan	 0.000000
 0.004000 	 -nan	 0.000000
 0.005000 	 -nan	 0.000000
 0.006000 	 -nan	 0.000000
 0.007000 	 -nan	 0.000000
 0.008000 	 -nan	 0.000000
 0.009000 	 -nan	 0.000000
 0.010000 	 -nan	 0.000000
 0.011000 	 -nan	 0.000000
 0.012000 	 -nan	 0.000000
 0.013000 	 -nan	 0.000000
 0.014000 	 -nan	 0.000000
 0.015000 	 -nan	 0.000000
 0.016000 	 -nan	 0.000000
 0.017000 	 -nan	 0.000000
 0.018000 	 -nan	 0.000000
 0.019000 	 -nan	 0.000000
 0.020000 	 -nan	 0.000000
 0.021000 	 -nan	 0.000000
 0.022000 	 -nan	 0.000000
 0.023000 	 -nan	 0.000000
 0.024000 	 -nan	 0.000000
 0.025000 	 -nan	 0.000000
 0.026000 	 -nan	 0.000000
 0.027000 	 -nan	 0.000000
 0.028000 	 -nan	 0.000000
 0.029000 	 -nan	 0.000000
 0.030000 	 -nan	 0.000000
 0.031000 	 -nan	 0.000000
 0.032000 	 -nan	 0.000000
 0.033000 	 -nan	 0.000000
 0.034000 	 -nan	 0.000000
 0.035000 	 -nan	 0.000000
 0.036000 	 -nan	 0.000000
 0.037000 	 -nan	 0.000000
 0.038000 	 -nan	 0.000000
 0.039000 	 -nan	 0.000000
 0.040000 	 -nan	 0.000000
 0.041000 	 -nan	 0.000000
 0.042000 	 -nan	 0.000000
 0.043000 	 -nan	 0.000000
 0.044000 	 -nan	 0.000000
 0.045000 	 -nan	 0.000000
 0.046000 	 -nan	 0.000000
 0.047000 	 -nan	 0.000000
 0.048000 	 -nan	 0.000000
 0.049000 	 -nan	 0.000000
 0.050000 	 -nan	 0.000000
 0.051000 	 -nan	 0.000000
 0.052000 	 -nan	 0.000000
 0.053000 	 -nan	 0.000000
 0.054000 	 -nan	 0.000000
 0.055000 	 -nan	 0.000000
 0.056000 	 -nan	 0.000000
 0.057000 	 -nan	 0.000000
 0.058000 	 -nan	 0.000000
 0.059000 	 -nan	 0.000000
 0.060000 	 -nan	 0.000000
 0.061000 	 -nan	 0.000000
 0.062000 	 -nan	 0.000000
 0.063000 	 -nan	 0.000000
 0.064000 	 -nan	 0.000000
 0.065000 	 -nan	 0.000000
 0.066000 	 -nan	 0.000000
 0.067000 	 -nan	 0.000000
 0.068000 	 -nan	 0.000000
 0.069000 	 -nan	 0.000000
 0.070000 	 -nan	 0.000000
 0.071000 	 -nan	 0.000000
 0.072000 	 -nan	 0.000000
 0.073000 	 -nan	 0.000000
 0.074000 	 -nan	 0.000000
 0.075000 	 -nan	 0.000000
 0.076000 	 -nan	 0.000000
 0.077000 	 -nan	 0.000000
 0.078000 	 -nan	 0.000000
 0.079000 	 -nan	 0.000000
 0.080000 	 -nan	 0.000000
 0.081000 	 -nan	 0.000000
 0.082000 	 -nan	 0.000000
 0.083000 	 -nan	 0.000000
 0.084000 	 -nan	 0.000000
 0.085000 	 -nan	 0.000000
 0.086000 	 -nan	 0.000000
 0.087000 	 -nan	 0.000000
 0.088000 	 -nan	 0.000000
